budget,popularity,revenue,runtime,vote_average
0,12.994,0,108,7.738
0,16.892,39481,105,7.853
0,13.982,0,89,6.571
0,11.246,2633527,95,6.017
68490000,17.747,193677158,120,5.863
0,11.701,0,0,6.605
0,10.494,0,99,6.623
0,12.259,0,83,7.293
68000000,14.391,113579918,124,6.692
0,14.948,0,16,7.255
0,9.24,0,14,4.922
325000,14.891,4500000,105,7.883
417000,13.74,3000000,80,7.492
0,14.49,375805,93,4.849
10000000,13.99,50336279,114,6.2
0,16.239,0,89,5.4
0,11.547,0,109,5.676
23000000,12.244,46152411,106,7.182
0,13.256,0,104,7.758
0,13.989,0,74,6.189
14000000,13.988,35856053,126,6.814
0,13.913,0,88,5.9
0,10.746,0,112,6.466
18000000,14.189,9495408,131,7.415
10000000,14.001,1011305,105,5.6
100000,10.202,0,75,4.659
0,14.511,0,45,7.6
1800000,12.238,0,89,6.609
0,11.708,0,47,6.4
5490000,14.773,0,92,6.118
0,14.267,0,103,6.224
27000000,16.538,0,101,5.95
0,13.987,6455530,92,7.157
10000000,13.244,4596705,105,7.539
1400000,18.544,3000000,105,8.027
0,17.239,0,90,5.436
6100000,15.886,0,102,6.343
33000000,15.737,8408835,124,5.845
150000,16.736,0,105,7.035
19250000,8.737,8112712,102,6.175
0,14.238,0,111,7.317
45000000,16.737,72028752,90,6.147
0,12.75,0,107,7.543
16000000,12.485,16300000,108,6.689
10000000,11.434,32100816,108,5.548
25000000,10.737,27122040,114,6.212
6000000,12.235,0,86,6.798
9000000,16.135,41590886,123,7.2
30000000,14.744,10023153,102,6.2
0,13.14,847418,137,6.6
50000000,16.035,55495563,105,6.292
0,11.435,0,90,3.881
0,17.001,0,92,6.234
14500000,15.233,8089290,93,6.9
104880,15.734,3500000,82,7.3
0,15.583,0,102,7.419
0,11.99,0,120,7.141
10600000,12.687,24084,98,5.424
21000000,17.235,26768563,145,7.486
3000000,12.683,12800000,110,6.563
8000000,12.464,0,110,6.368
0,9.985,0,106,7.295
0,18.501,0,95,6.4
4900000,18.387,3494070,138,8.27
0,14.982,1796389,107,5.23
10000000,11.932,1500000,125,6.877
0,16.731,0,93,6.278
0,7.924,0,0,2.0
0,11.498,0,91,6.5
0,12.998,0,100,5.861
1000000,13.934,0,90,5.172
0,9.183,0,87,6.675
17500000,13.931,38000000,121,7.716
35000000,11.733,0,125,6.186
0,13.986,13406883,116,7.282
0,12.919,135893,109,6.1
0,14.23,0,99,6.24
0,10.506,0,0,5.75
0,9.429,0,105,8.367
59000000,14.987,90497778,86,5.654
7000000,11.991,1940234,110,6.19
0,13.34,0,0,0.0
0,15.248,0,121,6.106
25000000,13.731,115922175,132,7.344
0,15.077,0,99,4.778
20000000,14.477,17637950,120,6.701
0,15.26,0,130,7.619
7800000,15.126,41509797,117,7.318
0,16.476,1547397,104,6.114
0,12.481,0,137,6.8
0,11.229,0,86,5.862
3100000,11.927,20000000,118,7.458
0,11.976,0,97,6.4
0,10.377,0,128,6.381
2000000,16.476,0,101,6.48
0,13.484,0,124,6.713
18000000,15.425,39321715,95,6.028
0,11.731,0,115,0.0
9000000,15.675,84542002,80,6.722
0,15.174,15185672,120,6.181
30000000,16.725,7000000,106,6.303
0,12.177,34564651,107,6.396
750000,15.1,0,91,5.9
0,17.167,0,47,7.3
20000000,11.227,24261569,101,6.632
0,14.729,0,90,5.1
0,14.262,0,121,6.754
0,14.48,397783,116,6.012
0,13.001,0,113,8.452
0,14.473,0,40,6.99
18000000,18.374,25740863,114,6.952
0,16.623,0,141,7.981
70000000,16.473,32287044,125,6.357
17830000,12.741,3175644,100,7.246
0,14.802,0,97,5.913
15000000,14.471,35509515,114,6.919
10000000,10.307,0,110,7.6
0,11.972,0,96,6.536
0,11.727,0,90,5.2
0,8.732,0,108,6.734
0,12.993,0,107,5.786
0,13.895,0,91,5.679
20000000,16.219,138700000,110,6.176
0,9.117,1747438,117,5.7
23000000,13.969,76490720,92,6.517
0,13.973,0,108,6.379
0,16.419,0,117,7.584
0,7.871,96830,90,5.0
0,13.18,0,109,6.02
4000000,12.725,24416,87,5.448
500000,14.72,0,4,6.4
25000000,14.967,4064495,98,5.412
2500000,15.368,3000000,125,7.025
11000000,15.419,72778712,92,6.513
12500000,17.667,15057465,100,5.535
6500000,16.222,16861137,89,5.2
838109,10.986,0,82,5.775
0,10.307,0,128,6.6
0,14.643,0,94,6.426
0,13.626,0,100,6.463
0,13.236,0,93,5.6
0,14.922,35000,109,6.448
0,11.626,0,108,6.518
0,14.13,31278476,147,7.0
5115000,14.316,12000000,100,6.724
20000000,15.366,60427839,124,7.341
0,13.222,0,95,6.416
5027266,16.722,19454845,117,6.656
9000000,15.215,0,106,6.091
28000000,12.965,103173635,114,6.598
2900000,11.916,4800000,189,7.265
0,11.22,0,85,5.8
0,14.715,810243,110,6.829
0,9.625,0,101,6.225
0,16.664,0,106,7.481
20000000,11.467,0,115,6.5
28000000,15.414,30156002,121,6.129
0,12.477,1096179,81,7.262
38000000,13.413,153518974,95,5.99
26000000,15.176,18377736,145,6.723
0,14.149,0,94,6.2
19000000,13.087,32801173,115,7.387
50000000,15.215,49111202,121,5.638
80000000,18.319,43935763,116,5.7
0,14.665,2141798,90,6.074
20000000,13.915,177243185,115,6.821
0,12.221,0,98,6.384
0,15.662,18875011,97,6.055
82000000,13.413,47434430,118,7.3
0,12.792,0,88,5.6
3600000,13.223,0,114,7.174
0,16.662,1226098,104,7.969
5000000,13.965,10429707,98,5.601
18000000,13.583,87000000,105,6.617
0,12.961,33691313,101,6.438
40000000,16.919,0,101,4.234
11000000,14.993,0,129,6.927
16000000,17.46,20036737,100,7.1
0,12.533,0,96,7.536
0,7.84,0,99,3.8
50000000,14.96,11534477,91,5.006
0,7.84,2352175,100,3.9
14000000,11.75,0,111,5.278
328000,13.661,0,71,7.532
0,11.97,0,94,6.977
0,13.959,20059210,115,6.823
0,16.97,19790000,117,6.9
0,11.467,0,87,0.0
0,12.688,0,80,5.1
32000000,13.96,75108998,90,4.45
0,15.968,0,85,6.3
0,11.272,25064,100,6.0
0,9.858,0,95,4.8
0,13.968,0,77,8.2
0,7.831,0,86,5.8
0,13.471,0,92,5.549
30000000,12.208,0,99,6.086
0,11.962,167085,90,6.218
25000000,11.711,28831145,110,6.709
55000000,16.207,16649768,127,6.562
45000000,15.656,58620973,113,6.306
0,14.206,18137661,108,6.381
0,11.16,2063312,83,7.864
0,11.669,0,96,6.012
4500000,12.657,0,92,4.49
27000000,17.155,25023434,114,6.518
15000000,13.206,19158074,90,6.61
10500000,14.955,14144000,98,5.203
0,11.254,0,91,5.765
9000000,12.455,18644570,100,5.686
0,12.464,0,126,5.392
20000000,11.205,0,85,5.33
3500000,14.155,0,91,6.373
14000000,15.705,38574362,98,4.8
23000000,14.705,12195626,111,6.2
0,12.96,708973,107,6.953
0,13.123,0,95,5.0
17520000,13.47,10855626,97,7.2
50000000,12.56,102205175,124,5.937
0,10.247,0,90,6.047
0,13.959,12283800,106,7.6
8000000,12.708,5216102,100,6.263
0,15.704,0,107,6.721
1000000,16.154,24500000,103,7.777
4478250,16.456,88823111,97,6.163
0,11.953,0,97,5.085
0,12.714,0,82,5.535
0,14.203,0,88,6.68
4798235,13.406,209696,107,6.366
0,11.722,0,97,8.196
9000000,14.652,25000000,119,6.607
0,12.903,13782896,120,7.402
6000000,12.959,10972300,92,6.046
0,13.155,0,90,4.407
0,8.958,0,99,5.9
0,11.453,429189,93,5.429
15000000,11.453,49814392,92,7.096
0,14.702,0,114,6.394
0,13.951,0,96,6.9
0,18.208,0,102,6.3
12000000,16.452,77063924,102,6.357
0,13.293,131465,96,6.433
0,11.958,169209,86,5.385
0,15.717,989310,118,6.9
13000000,17.2,3752426,95,5.9
40000000,15.401,96618699,123,6.396
8000000,10.953,14788642,98,6.064
6400000,14.201,2500000,93,5.89
10000000,13.9,49998613,110,6.102
0,10.077,0,43,9.2
0,13.461,0,102,6.584
100000,7.797,0,80,6.0
0,16.557,0,101,6.563
0,13.453,3499442,112,5.968
0,18.193,0,103,7.008
0,13.215,0,113,7.058
10000000,18.15,6203044,112,7.731
0,12.007,0,94,4.559
60000000,14.7,149705852,116,6.391
0,12.725,4849622,92,5.9
12000000,9.98,0,141,7.331
80000000,17.45,121059225,141,7.317
0,11.449,0,72,6.94
0,11.205,0,93,5.521
0,11.364,0,100,7.091
54000000,13.95,130628903,108,5.581
0,8.248,0,72,5.2
0,12.966,0,89,6.211
0,15.448,0,120,7.169
0,18.175,0,112,0.0
0,14.189,0,130,6.784
0,16.449,6086508,97,5.013
20000000,18.175,2536000,109,7.799
0,11.78,0,90,4.796
0,15.048,0,105,7.691
0,11.475,0,101,7.263
3800000,14.66,1681545,129,7.017
0,14.954,7268779,91,6.0
0,14.2,0,5,6.8
10000000,14.448,25605015,100,6.28
18000000,10.699,382174,98,4.7
0,18.164,0,85,4.976
9023199,15.636,0,105,6.8
25000000,16.197,55443032,84,6.2
0,12.587,0,78,6.092
0,7.783,0,0,0.0
15000000,14.947,0,95,6.107
8000000,11.202,34694,95,6.467
1500000,12.707,0,95,6.367
0,13.945,0,143,7.315
9900000,13.7,10975390,92,5.542
15000000,16.697,37930465,97,6.044
6000000,14.394,4000000,180,7.815
183210,13.44,53478,119,6.207
14000000,14.447,13657649,96,6.064
0,10.264,0,0,0.0
0,11.202,2330777,89,5.437
0,13.693,413479,85,5.112
0,13.143,0,100,6.646
0,11.233,616938,93,5.3
0,10.207,0,70,0.0
0,13.445,0,120,7.5
0,9.084,0,77,6.772
21000000,14.654,400900,93,5.107
0,13.443,0,119,6.33
0,12.443,0,106,7.464
0,11.761,0,81,1.0
0,12.277,0,88,5.134
22000000,16.342,64892670,93,5.738
0,13.743,1880000,112,7.624
0,10.443,0,99,7.697
0,9.478,0,104,6.198
45000000,14.943,82800000,105,5.807
0,13.463,0,102,7.266
38000000,11.297,43300000,130,5.356
0,15.698,0,113,7.121
900000,12.391,0,100,7.3
0,11.445,0,90,5.053
7500000,12.341,33736689,131,7.786
0,13.448,0,128,6.77
4670099,10.945,0,101,6.766
0,15.142,0,64,6.07
18000000,13.941,58878723,113,6.834
0,7.757,0,55,1.0
90000000,13.34,60289912,158,7.476
795000,18.099,0,93,7.9
0,9.288,0,90,3.8
0,17.197,26441892,93,5.972
0,13.445,0,107,5.898
20000000,13.639,5781885,108,6.192
0,13.89,6800000,124,7.172
6900000,14.491,44287131,101,5.804
0,11.196,0,100,8.06
0,8.692,0,23,6.9
0,12.441,0,105,7.38
1300000,13.388,29133000,119,7.66
0,15.939,0,118,6.505
25000000,15.388,79817939,94,5.906
0,12.528,1365839,103,6.904
0,15.022,12175665,108,6.0
200000,16.188,4505922,96,6.884
625000,18.071,42432803,105,7.516
0,8.713,0,130,6.326
0,15.201,0,90,5.504
0,17.145,0,120,7.864
75000000,16.587,136982834,135,6.598
0,14.95,0,92,6.127
1200000,16.487,2600000,85,6.957
19000000,13.938,92884429,103,6.295
0,15.192,0,97,5.687
35000000,13.79,61181942,123,6.962
8000000,12.437,0,86,5.485
0,12.89,0,51,7.06
0,10.282,0,102,6.516
25000000,15.685,39200000,103,6.34
0,14.836,1300000,79,6.858
0,14.22,0,90,6.4
0,13.904,0,102,6.912
0,15.45,106270,104,6.573
4500000,13.593,7390108,102,8.032
0,10.199,0,101,5.7
0,12.187,0,69,6.9
0,12.934,0,92,7.3
6000000,15.134,12793213,104,6.249
0,18.052,0,117,6.847
0,10.975,0,97,7.25
31000000,16.184,35419397,110,6.751
10000000,10.692,0,105,6.315
0,18.046,0,110,7.552
58000000,16.183,53672080,127,6.179
22000000,14.183,60088980,102,6.194
8129089,13.202,0,100,5.445
1600000,11.583,5400000,103,6.948
0,11.663,365000,120,7.062
0,9.435,0,115,7.0
0,16.633,3563603,94,5.496
75000000,17.083,19598588,109,5.6
0,14.692,0,87,5.215
0,14.195,0,90,5.324
10000000,12.683,7177143,120,6.927
10000000,14.433,0,93,5.45
28000000,16.433,92601050,104,6.5
0,17.437,0,63,7.579
0,9.462,0,91,6.5
0,17.349,0,135,6.59
0,14.687,0,122,7.744
650000,16.181,0,88,6.883
2000000,12.18,18016290,88,6.57
0,15.905,0,119,5.693
0,13.53,32648673,98,6.801
0,13.123,0,105,7.017
0,13.94,128269,122,7.99
55000000,14.531,98625775,97,6.167
0,13.693,0,98,6.051
8000000,13.183,0,91,5.824
25000000,10.933,119772232,104,5.928
0,14.629,0,71,7.772
5000000,11.929,27400000,104,6.062
0,11.012,0,95,6.0
0,16.274,0,80,1.7
66190000,15.436,2602149,105,5.675
0,16.077,236328,125,6.1
0,7.712,0,99,7.818
50000000,16.636,179769467,116,6.996
0,13.179,0,110,6.875
0,11.798,0,99,6.9
35000000,13.929,117000198,100,6.0
0,9.189,0,77,6.956
5000000,9.679,24816118,90,6.148
0,14.576,14543394,109,6.081
0,16.676,17768900,129,5.882
0,9.878,0,95,6.708
0,10.939,343038,96,5.8
0,10.682,0,96,5.453
5000000,13.432,10166820,89,6.171
0,12.177,0,77,8.05
0,14.55,0,87,6.8
20000000,16.181,25975621,133,7.091
49900000,15.178,28013733,102,5.319
35000000,12.675,57700000,112,5.8
0,11.395,0,95,6.9
0,11.986,0,98,5.6
13000000,14.176,16757163,106,5.8
0,11.076,0,102,7.6
0,11.935,0,102,6.836
22000000,16.774,77737889,191,7.547
0,13.234,0,74,2.5
0,11.288,0,108,5.305
0,13.139,0,113,5.073
40000000,13.875,21577624,100,5.737
0,15.439,0,91,5.3
0,10.181,0,80,6.315
0,8.696,0,97,6.843
0,9.533,0,91,7.297
0,9.808,0,80,5.6
8391922,11.676,13749809,146,5.781
0,9.872,0,90,4.748
26000000,12.923,48563556,93,5.131
0,10.951,0,100,6.692
0,13.015,0,117,7.3
70000000,16.372,57958696,107,5.849
2000000,14.579,11303040,112,7.415
40000000,12.673,0,126,6.728
5000000,15.121,9747988,96,6.949
0,10.162,0,75,6.258
80000000,16.822,266728738,128,6.625
100000,11.624,95000,86,6.361
0,12.171,0,90,5.53
0,12.423,0,27,7.225
600000,16.122,394717,101,6.723
0,13.173,45250,98,6.93
0,17.17,2647055,125,7.439
0,10.139,0,80,5.8
0,13.012,0,0,0.0
0,12.17,0,87,6.23
250000,14.321,0,142,8.34
0,13.518,0,81,5.0
0,12.672,0,81,5.576
11000000,17.919,17423030,100,6.966
15000000,14.424,19145732,90,5.4
70000000,17.821,176104344,87,5.293
4500000,12.671,3764219,117,7.069
0,13.181,0,89,6.526
0,8.09,0,88,6.6
0,17.916,0,100,5.5
60000000,14.175,9420546,90,6.2
17500000,15.119,25024919,116,6.583
1900000,13.439,0,132,6.5
0,12.037,0,0,4.25
0,10.388,0,129,7.0
26000000,16.369,36800000,99,4.714
0,9.316,0,0,0.0
0,16.622,0,90,6.036
0,11.171,0,13,6.973
4600000,15.669,1007747,109,7.6
0,12.668,7886857,96,5.865
0,14.03,894733,122,7.47
20000000,15.924,12639297,115,5.952
0,15.925,10800715,85,6.2
2500000,12.567,30900000,102,7.872
0,12.428,0,109,5.778
0,16.668,0,68,7.883
50000000,14.918,31794718,110,6.152
0,13.036,0,90,6.531
0,13.668,0,100,6.1
30000000,12.168,13414416,106,6.211
4000000,14.118,11000000,108,7.338
0,13.675,0,97,6.226
1500000,16.116,0,115,7.9
0,10.416,0,26,0.0
0,14.67,0,107,6.08
0,10.728,0,0,6.375
2000000,12.923,2745966,100,7.2
30000000,12.368,103971,100,6.367
0,12.369,0,82,6.366
0,12.614,0,95,6.857
0,13.916,0,77,6.104
0,12.765,0,106,5.7
0,14.346,0,174,6.9
0,10.521,70826303,128,6.7
20000,14.915,99000,111,7.431
0,10.194,0,99,5.355
180000,14.565,0,70,7.098
0,12.733,0,71,4.5
0,14.864,8720000,98,6.161
55000000,16.416,74237563,114,6.718
0,15.365,0,103,6.876
0,8.141,0,100,7.7
0,16.565,0,122,7.109
12000000,14.181,34662454,108,6.8
20000000,12.667,32054369,105,6.303
68000000,16.115,29762011,121,5.825
1000000,12.418,354835,100,6.482
0,11.663,0,91,7.159
40000000,15.865,62771059,99,5.678
0,17.854,232638,125,7.518
0,9.493,0,79,0.0
0,13.419,0,115,7.051
0,11.417,12947880,116,7.7
0,12.451,0,100,6.875
0,13.167,0,100,5.832
0,9.172,0,84,0.0
3000000,12.917,0,98,5.375
0,17.112,11567449,136,6.217
5000000,13.414,26888376,97,6.912
0,11.44,0,112,6.307
0,9.334,0,110,8.0
0,11.413,23311391,106,7.662
4000000,14.861,1794187,99,7.332
20000000,12.661,11798854,93,5.5
20000000,12.163,26000000,102,5.776
25000000,16.613,86274793,140,7.459
0,10.427,0,149,6.638
8000000,15.414,10130000,104,6.148
0,12.737,0,105,6.897
13000000,17.83,0,148,7.1
25000000,14.162,18024545,107,5.9
1805000,16.411,4905000,98,6.578
0,12.16,3956913,106,6.8
1500000,12.867,0,90,5.974
0,11.414,779893,105,6.263
2500000,15.416,23915910,101,7.689
15000000,13.661,52970014,88,5.843
0,11.409,0,105,6.664
0,8.239,0,99,4.486
17000000,14.111,9500000,122,6.979
5000000,12.663,15179302,88,4.7
11930000,16.665,25003426,118,7.001
1000000,12.112,0,93,6.026
0,10.392,0,105,6.3
0,15.409,0,75,6.048
0,10.188,0,86,4.1
0,17.536,0,85,2.625
0,14.024,0,119,6.992
0,8.441,0,87,6.694
3800000,12.734,0,97,4.864
10000000,14.866,0,132,6.97
0,12.308,0,105,7.515
0,13.663,0,89,5.486
28000000,12.863,100654149,81,6.206
10000000,17.408,101300000,111,6.468
0,17.17,0,100,6.252
12000000,13.157,11129057,102,6.6
0,8.657,0,96,7.6
250000,11.157,2768400,85,6.8
6000000,13.307,40940662,91,6.414
0,12.79,0,90,5.4
0,11.928,0,73,6.714
40000000,14.66,60040976,107,6.332
70000000,15.557,131002597,125,6.087
0,14.365,0,7,6.92
0,11.416,0,94,6.3
20000000,14.409,73276047,128,7.305
0,14.165,0,127,7.6
8500000,14.406,42000000,134,6.5
40000000,16.858,151161491,90,6.378
0,12.409,0,102,6.363
6000000,11.908,0,95,4.7
0,16.026,0,71,6.5
0,13.168,0,85,5.212
0,10.407,0,130,7.044
0,12.397,0,60,7.0
0,17.779,0,132,7.918
0,10.408,0,107,7.612
0,17.777,0,89,6.75
4000000,15.417,143837,93,6.847
0,12.2,0,74,1.0
0,10.907,0,88,5.533
0,13.922,0,93,7.621
50000000,12.657,106956330,129,6.074
25000000,13.904,51702483,100,5.638
0,11.188,0,98,6.421
0,7.684,0,100,5.3
0,12.917,0,64,6.6
31000000,11.354,74134790,122,6.281
50000000,16.656,128406887,97,5.764
23000000,13.904,7434726,98,6.349
700000,14.656,0,115,7.201
16000000,13.904,29381649,130,7.169
0,14.553,0,114,6.917
0,13.17,0,114,5.205
20000000,12.812,8751856,90,6.53
0,17.154,3643652,92,5.763
4000000,11.904,4630045,84,5.707
3000000,17.751,0,96,5.953
0,10.404,17835,106,6.1
0,10.395,0,60,6.5
4000000,9.402,0,70,6.839
0,17.151,28078073,108,5.448
0,14.152,0,104,7.23
10000000,13.853,5343820,88,5.79
0,11.651,0,99,6.206
37000000,15.355,26250020,105,5.502
25000000,12.901,55494066,111,6.649
0,12.864,0,120,7.064
30000000,14.402,5874530,91,5.7
45000000,11.15,21075014,117,5.745
25000000,14.15,13411957,107,7.092
0,16.909,14273033,112,6.935
0,15.869,516520,121,7.747
0,17.249,0,113,7.407
0,12.519,0,100,6.3
0,13.423,0,121,7.0
0,17.049,0,98,7.3
0,12.899,52000,123,8.003
0,11.172,0,3,6.724
0,15.157,4988176,110,6.5
5610000,12.155,10657499,117,6.301
0,12.168,0,109,6.3
0,14.306,0,108,5.666
6500000,12.848,4217115,95,6.675
57000000,15.399,52164016,123,6.191
4000000,11.149,25345000,99,6.169
0,12.148,0,101,5.182
0,16.914,0,109,7.26
8000000,14.098,18707966,84,5.43
0,11.348,83073883,130,6.163
0,11.819,218511,116,7.376
0,12.149,0,90,5.622
0,12.497,0,97,6.043
25000000,12.897,1308242,110,6.1
0,12.147,3403957,88,7.808
25000000,14.349,34942188,81,5.581
0,13.845,0,30,7.539
20,12.151,0,87,6.8
0,12.1,0,87,5.74
31000000,15.903,7125027,103,5.8
35000000,11.898,84606030,137,6.204
6000000,14.395,22231658,121,6.727
0,11.156,0,107,6.5
0,13.104,0,108,5.489
0,11.144,0,92,7.4
0,15.671,1451974,110,7.527
0,13.495,0,148,6.668
5019770,12.145,4335968,176,7.1
0,15.9,0,75,7.5
0,11.148,0,85,7.496
10000000,12.149,0,94,5.3
0,11.896,0,110,6.0
0,13.398,0,89,6.346
0,13.644,0,95,6.069
11000000,17.675,34967437,140,6.976
0,13.896,0,11,6.817
630019,11.549,0,32,7.486
0,17.669,0,63,3.0
700000,13.149,200242,88,5.7
12000000,12.593,110996879,111,6.451
0,10.694,0,94,4.9
0,11.428,0,80,2.0
0,13.393,0,147,8.3
12000000,11.894,58010320,98,5.788
0,14.394,0,94,5.764
0,11.894,3538446,101,6.636
60000000,12.893,17834865,138,6.5
0,13.402,17607783,122,6.575
850000,12.391,25000000,78,6.125
0,12.114,0,127,5.933
0,14.141,20666667,97,6.408
70000000,16.492,154937680,134,6.773
0,11.808,0,159,5.8
0,11.143,21520719,100,6.368
22000000,14.39,25143818,107,6.886
0,14.39,28000000,99,5.891
0,15.89,32511047,94,7.224
0,13.143,0,100,7.7
20000000,13.091,31198531,101,5.819
0,14.899,0,98,6.635
0,13.641,58400000,92,5.767
0,16.64,0,90,7.596
0,13.404,0,128,6.12
4550000,13.39,21300000,133,7.2
0,12.593,0,163,7.763
2300000,10.639,1564609,87,7.408
0,12.52,0,89,6.262
0,8.829,0,132,5.2
6000000,14.39,0,90,6.17
14000000,16.138,39673161,91,6.095
2000000,10.156,239828,84,6.198
0,9.155,0,83,6.8
0,17.615,0,127,6.7
0,16.148,0,98,8.1
0,17.613,13035599,93,6.135
2300000,14.787,35000000,121,7.529
15000000,14.589,30226144,126,7.203
0,17.609,960040,102,6.129
75000000,14.138,93888180,105,5.398
0,13.136,0,128,5.6
0,17.14,103536,93,6.1
0,15.087,0,93,6.597
0,11.613,0,92,4.8
0,12.141,0,85,5.97
0,10.846,0,107,6.715
0,12.165,0,65,8.0
0,9.998,0,96,5.65
0,10.4,0,90,0.0
9620000,15.891,53165427,140,7.2
15000000,12.388,27293743,103,6.527
0,12.387,0,96,5.7
0,11.886,0,78,6.9
1000000,12.388,101758490,83,4.706
0,16.385,6330000,88,6.495
45000000,15.135,117615211,119,6.704
0,16.836,0,110,8.058
0,12.638,0,43,6.8
5000000,16.586,24000000,135,7.343
25000000,17.235,39404261,102,5.673
0,9.389,2746207,127,6.4
0,10.895,0,110,6.8
0,13.535,0,72,6.955
0,13.641,0,96,5.941
10000000,11.884,14356479,95,6.372
20000000,13.136,4001121,135,6.6
20000000,10.425,0,174,6.302
0,11.404,0,136,7.8
0,14.643,0,121,6.819
19100000,12.386,5728213,109,6.7
6000000,13.333,201,132,6.998
0,16.388,0,91,5.127
0,16.043,0,88,8.113
250000,15.184,0,118,6.897
30000000,17.383,134212055,125,6.597
40000000,17.573,55247881,129,6.989
0,11.633,0,0,0.0
0,13.14,0,91,6.116
0,14.583,2350174,110,7.7
0,13.398,0,96,6.127
4000000,17.569,10785801,114,7.524
17000000,13.882,78247647,101,6.097
19600000,12.904,0,128,4.0
0,12.886,0,99,7.5
5256817,12.644,70821,105,4.845
0,11.884,0,90,7.249
60000000,11.882,37141130,105,5.136
0,12.883,0,90,5.531
0,9.237,0,120,3.5
0,8.395,0,83,7.931
0,11.383,0,129,6.603
20000000,13.34,0,118,6.71
10000000,16.388,0,135,5.408
0,16.897,3551439,88,6.413
25000000,13.887,29200000,94,5.727
26000000,17.542,57891803,85,6.35
60000000,15.58,186883563,170,6.882
0,17.541,3803298,159,7.483
0,15.389,855756,136,7.157
0,11.901,0,99,7.189
0,9.956,0,109,7.659
14000000,11.384,8306690,94,6.058
0,14.831,0,88,7.401
300000,13.83,0,110,7.448
3000000,13.629,47000000,107,5.667
0,9.923,0,82,1.0
0,11.941,0,78,5.125
4000000,13.631,0,120,6.8
2800000,11.879,0,94,5.3
0,15.33,0,101,6.521
0,12.729,0,139,7.98
5741614,12.886,1471656,116,6.854
16000000,12.881,0,93,5.328
10000000,11.886,0,97,5.709
0,13.629,0,132,6.817
0,9.527,0,151,6.148
0,15.329,4947717,87,5.748
0,14.158,0,13,4.0
30000000,15.628,19204929,87,6.186
5000000,15.629,6538177,94,6.562
0,13.335,3435047,111,6.767
3000000,14.777,10000000,179,8.053
0,9.767,0,95,7.102
0,12.635,0,77,0.0
0,13.136,0,96,4.889
0,11.645,0,68,5.0
45000000,13.877,38058335,134,6.147
21000000,12.126,0,129,6.335
4000000,11.627,4100000,103,4.442
12000000,15.375,12376625,122,6.551
0,17.5,0,110,8.029
5600000,11.625,17233166,91,5.759
60000000,14.126,16228448,105,5.75
0,17.499,0,124,6.4
1200000,11.682,0,110,5.6
0,10.881,0,5,7.158
1500000,11.625,0,138,6.488
0,13.516,0,116,6.0
0,9.662,3285760,97,6.63
0,11.217,0,119,6.074
0,14.329,101203,100,6.684
0,16.877,0,91,7.064
0,15.678,94249025,108,6.142
11000000,16.141,29355203,104,6.473
45000000,17.489,65470529,103,6.371
30000000,10.874,11146270,94,6.2
0,14.125,0,115,7.585
0,16.854,0,0,5.0
0,12.887,0,115,6.696
0,12.835,0,102,6.647
6000000,14.273,0,124,7.434
32000000,13.623,28590665,124,5.7
20000000,13.379,0,105,6.329
0,12.626,0,46,7.785
0,13.623,331816,82,5.717
0,15.324,51264022,107,6.544
0,15.124,30231200,128,5.924
32000000,15.625,54674226,139,6.73
0,11.38,216556,108,5.993
0,13.379,0,83,7.161
0,15.126,0,106,6.856
25000000,9.875,30722632,80,7.183
0,10.948,0,98,7.5
0,13.373,0,116,6.84
90000000,17.469,140807547,107,6.137
0,11.653,0,70,4.0
0,10.073,0,130,7.612
0,17.464,580372,82,6.215
0,12.027,281424,96,7.3
20000000,14.374,25346148,115,7.6
0,12.872,3000000,96,6.8
0,13.881,0,111,6.931
18000000,14.021,24159872,117,5.5
10000000,12.63,2137751,107,5.941
0,12.823,0,90,5.374
0,16.622,42647449,118,7.439
0,16.627,0,75,6.882
15000000,12.871,0,88,6.1
5600000,13.621,29950000,138,6.8
0,9.122,0,90,5.9
15000000,12.333,18144644,114,6.974
25000000,10.375,24902723,120,6.345
40000000,15.823,90029656,109,5.953
0,13.249,0,74,5.324
0,12.545,0,80,4.712
2000000,13.621,0,75,6.3
587211,13.622,587211,94,6.0
0,9.669,0,96,6.843
2500000,13.377,1053002,105,6.0
0,12.03,0,145,7.041
0,13.619,6698361,111,5.4
28000000,13.128,0,86,4.723
0,15.369,0,95,6.044
12000000,11.321,40855419,89,5.765
80000000,17.441,37020277,134,6.091
0,10.983,124561,90,4.4
0,14.12,33187,132,8.284
8500000,13.87,16000000,88,7.4
0,9.689,20000000,20,7.609
20000000,11.869,0,98,5.676
14000020,16.82,19777647,112,7.557
360000,12.778,0,44,5.0
68000000,14.318,77224232,110,5.855
0,15.121,0,106,7.433
0,17.43,5926128,110,6.322
0,9.387,0,96,7.542
2000000,15.617,21744201,105,7.264
5000000,14.367,12000000,123,6.786
0,9.905,3358402,92,7.4
30000000,11.369,18618284,108,6.772
10000000,15.623,18730891,111,7.195
20000000,11.718,17432163,101,5.946
0,13.498,0,180,6.522
0,15.118,0,90,6.4
2000000,17.42,12886100,115,7.38
900000,12.87,17549645,82,7.4
13000000,12.866,428868,87,6.109
46000000,17.42,101191884,115,6.34
30000000,10.879,0,107,5.463
0,15.37,0,86,5.886
0,11.131,0,128,0.0
3352254,12.616,36734619,123,7.107
0,9.396,0,102,6.0
